,MAE,RMSE,Model,Dataset
211,0.5699051888235175,0.6770045000404641,Elastic Net,COVID-19
212,0.7836956036380401,0.8832623516789393,Elastic Net,COVID-19
213,0.6992808430117861,0.8269415102237355,Elastic Net,COVID-19
214,0.9199693893504927,1.0088611032310444,Elastic Net,COVID-19
215,0.6662610009079407,0.801977963723376,Elastic Net,COVID-19
216,0.7259030389433624,0.897902925249074,Elastic Net,COVID-19
217,0.8571317367246845,0.9881566122190728,Elastic Net,COVID-19
218,1.0,1.0766326855064718,Elastic Net,COVID-19
219,0.9090909090909091,1.0375096390067662,Elastic Net,COVID-19
220,0.619968342230588,1.0187960472139441,Elastic Net,COVID-19
221,0.47746468729379726,0.6647794689376962,Elastic Net,COVID-19
222,0.7313658068005516,0.8941169375336758,Elastic Net,COVID-19
223,0.49645686392584465,0.7164580216896025,Elastic Net,COVID-19
224,0.5422791076804732,0.8000843349932957,Elastic Net,COVID-19
225,1.1138722037057183,1.3860357938582724,Elastic Net,COVID-19
226,0.6776890470590744,0.8271564707197447,Elastic Net,COVID-19
227,0.822627488692849,0.9590936831190453,Elastic Net,COVID-19
228,0.5438596424011726,0.6504122022165421,Elastic Net,COVID-19
229,0.748285921075576,0.930354444249288,Elastic Net,COVID-19
230,0.8883027269663568,0.9969617269724471,Elastic Net,COVID-19
231,0.49999999999999983,0.68947641399681,Elastic Net,COVID-19
232,0.7149632057875531,0.8314797662302874,Elastic Net,COVID-19
233,0.6000461682027987,0.675800569925033,Elastic Net,COVID-19
234,0.4825690974110463,0.821240089863136,Elastic Net,COVID-19
235,0.6195006075449574,0.9943119217962783,Elastic Net,COVID-19
236,0.48430554901667566,0.7062562385718891,Elastic Net,COVID-19
237,0.6105251717243685,0.7244853436046815,Elastic Net,COVID-19
238,0.5502966425234814,0.6843156721377036,Elastic Net,COVID-19
239,0.7345017607762567,0.9638480382147553,Elastic Net,COVID-19
240,0.7077281335283699,0.8229572612771764,Elastic Net,COVID-19
241,0.5721046555943838,0.6789444267826852,Elastic Net,COVID-19
242,0.9257618964437205,1.1921304769111558,Elastic Net,COVID-19
243,0.9341569083589009,1.0787267611343738,Elastic Net,COVID-19
244,0.9113743127112782,1.1230953302747428,Elastic Net,COVID-19
245,0.5579897531821424,0.7164351600780183,Elastic Net,COVID-19
246,0.8412954007136096,0.953761334863956,Elastic Net,COVID-19
247,0.7791069325386359,0.9360950503159259,Elastic Net,COVID-19
248,0.48846468575921914,0.6770145225658042,Elastic Net,COVID-19
249,0.7726698257217014,0.8658858263684351,Elastic Net,COVID-19
250,0.42968387222462506,0.5674081804640284,Elastic Net,COVID-19
251,0.9894854313092383,1.1292866919387654,SVM,COVID-19
252,1.0126141459885984,1.1077295910286504,SVM,COVID-19
253,0.4461081289196607,0.5389140224666897,SVM,COVID-19
254,0.3884727947328676,0.5892052670143283,SVM,COVID-19
255,0.6347664823062248,0.760791956202805,SVM,COVID-19
256,0.4025267269130085,0.47266189017672444,SVM,COVID-19
257,0.4416423174231048,0.8439563100960183,SVM,COVID-19
258,0.4408430706325804,0.6335705383143398,SVM,COVID-19
259,0.8295090550291432,0.9019029372769152,SVM,COVID-19
260,0.4353225609315352,0.6958038840962703,SVM,COVID-19
261,0.6353298826635484,0.8169777997882732,SVM,COVID-19
262,0.8744369967220366,0.9990857660331413,SVM,COVID-19
263,2.4744316105996518,2.6068453035954,SVM,COVID-19
264,0.6744621680996274,0.8517880591394807,SVM,COVID-19
265,0.6047696540436065,0.7559628734638156,SVM,COVID-19
266,0.5676883835436648,0.6944432838239282,SVM,COVID-19
267,0.7839631736867653,0.8798174903399586,SVM,COVID-19
268,0.6894553879303306,0.8370806547306152,SVM,COVID-19
269,0.9106761347934059,1.021257804700955,SVM,COVID-19
270,0.7477556434614954,0.8721602084404909,SVM,COVID-19
271,0.7437539916628774,0.9321746810474221,SVM,COVID-19
272,0.8342253976427543,0.9799018555646138,SVM,COVID-19
273,1.0411078784493226,1.1067928629956392,SVM,COVID-19
274,0.8679830306415866,1.0634642259487452,SVM,COVID-19
275,0.6539489676957334,1.0202814329371725,SVM,COVID-19
276,0.5517900731598997,0.7272468432369912,SVM,COVID-19
277,0.7804653337671389,0.9499509226893926,SVM,COVID-19
278,0.48866398121373744,0.7781165968248436,SVM,COVID-19
279,0.5170653162978901,0.7819851810758167,SVM,COVID-19
280,1.1535138828662868,1.445834733179697,SVM,COVID-19
281,0.7182831191131195,0.883928230833958,SVM,COVID-19
282,0.7765516106415767,0.9700387702316505,SVM,COVID-19
283,0.6029085589901938,0.7002417123075717,SVM,COVID-19
284,0.7946359508627747,0.9674578563141032,SVM,COVID-19
285,0.8578521107497926,1.0216499120000027,SVM,COVID-19
286,0.5503416272773484,0.7580364961060262,SVM,COVID-19
287,0.781863167643187,0.9089692766519974,SVM,COVID-19
288,0.6062209085766551,0.6717077909988579,SVM,COVID-19
289,0.4893551030589774,0.846126568270022,SVM,COVID-19
290,0.6952422423244953,1.0446491361942485,SVM,COVID-19
291,0.5108717684550997,0.7363808661823824,SVM,COVID-19
292,0.5796564466663071,0.7291750679687797,SVM,COVID-19
293,0.4989395530353842,0.6784705131337179,SVM,COVID-19
294,0.8110197737953979,1.0939820916548304,SVM,COVID-19
295,0.662011002070847,0.8059767909365417,SVM,COVID-19
296,0.5282969454863915,0.6360256785077587,SVM,COVID-19
297,0.9452402841370094,1.1993089901915346,SVM,COVID-19
298,0.9201675948760648,1.0953211992531522,SVM,COVID-19
299,0.9614615282489115,1.1894753952440549,SVM,COVID-19
300,0.5818019287812973,0.7296195003581573,SVM,COVID-19
301,0.8319510723970587,0.9529315986568833,SVM,COVID-19
302,0.8030344132508452,1.004107183211474,SVM,COVID-19
303,0.5070520340116897,0.7207843486501817,SVM,COVID-19
304,0.7618295732207289,0.8549155122303359,SVM,COVID-19
305,0.4790638267124218,0.6412979911637514,SVM,COVID-19
306,0.6903867125511169,0.8077213858909867,XGBoost,COVID-19
307,0.6567743799903176,0.7813659429420502,XGBoost,COVID-19
