,MAE,RMSE,Model,Dataset,Type
712,9.762841219750769,12.7544725459056,3-Layer LSTM,Alcohol,Nomothetic
713,8.173857679516253,11.44969128085151,3-Layer LSTM,Alcohol,Nomothetic
714,13.32695801116696,19.16102394807144,3-Layer LSTM,Alcohol,Nomothetic
715,7.500963948975074,13.0653781495121,3-Layer LSTM,Alcohol,Nomothetic
716,15.439704298973083,21.45010673763814,3-Layer LSTM,Alcohol,Nomothetic
717,3.9902411539541434,5.822483445200165,3-Layer LSTM,Alcohol,Nomothetic
718,12.364738699218403,18.42803324361809,3-Layer LSTM,Alcohol,Nomothetic
719,8.979949157488974,13.06010548788379,3-Layer LSTM,Alcohol,Nomothetic
720,17.371548103124862,24.29337014528424,3-Layer LSTM,Alcohol,Nomothetic
721,4.222727776050301,5.805446955060289,1-Layer LSTM,Alcohol,Nomothetic
722,20.98239240563583,23.80513006857842,1-Layer LSTM,Alcohol,Nomothetic
723,16.82454819505912,20.19531530634759,1-Layer LSTM,Alcohol,Nomothetic
724,6.022982243036058,11.103705407912797,1-Layer LSTM,Alcohol,Nomothetic
725,11.35880236975567,14.79686423381446,1-Layer LSTM,Alcohol,Nomothetic
726,13.521051875153374,17.72273700432874,1-Layer LSTM,Alcohol,Nomothetic
727,14.125243918940276,24.90880416939312,1-Layer LSTM,Alcohol,Nomothetic
728,9.232565873198968,15.012350837798207,1-Layer LSTM,Alcohol,Nomothetic
729,15.36778851787402,16.43203962095431,1-Layer LSTM,Alcohol,Nomothetic
730,3.3113302606790844,5.754960377804458,1-Layer LSTM,Alcohol,Nomothetic
731,25.43189515820881,30.21364595791119,1-Layer LSTM,Alcohol,Nomothetic
732,6.967627407396349,12.459894387050564,1-Layer LSTM,Alcohol,Nomothetic
733,3.0473746324434816,4.188495258501623,1-Layer LSTM,Alcohol,Nomothetic
734,8.97576006467155,15.5372246578614,1-Layer LSTM,Alcohol,Nomothetic
735,16.22269631754055,28.83895178120376,1-Layer LSTM,Alcohol,Nomothetic
736,19.696580255285227,24.66455351492356,1-Layer LSTM,Alcohol,Nomothetic
737,6.9568550137371234,9.346956725234543,1-Layer LSTM,Alcohol,Nomothetic
738,5.0055821969430845,8.174718070897544,1-Layer LSTM,Alcohol,Nomothetic
739,13.785791535092438,18.72110367425039,1-Layer LSTM,Alcohol,Nomothetic
740,7.24321378578697,9.924104375681274,1-Layer LSTM,Alcohol,Nomothetic
741,9.262471352878938,14.705704462412696,1-Layer LSTM,Alcohol,Nomothetic
742,14.258647374782225,20.90013490044693,1-Layer LSTM,Alcohol,Nomothetic
743,4.71178886748179,10.248911032281583,1-Layer LSTM,Alcohol,Nomothetic
744,15.400830755010247,23.409900699808485,1-Layer LSTM,Alcohol,Nomothetic
745,3.004016761671103,5.798167535865678,1-Layer LSTM,Alcohol,Nomothetic
746,15.915886812235996,24.59593906009248,1-Layer LSTM,Alcohol,Nomothetic
747,9.760554605800854,14.162441475098491,1-Layer LSTM,Alcohol,Nomothetic
748,16.952034034744383,22.932864348761772,1-Layer LSTM,Alcohol,Nomothetic
749,8.460559901217527,11.402550734095058,GRU,Alcohol,Nomothetic
750,18.282580103384173,21.711502796473443,GRU,Alcohol,Nomothetic
751,15.538684850985824,19.093479175527317,GRU,Alcohol,Nomothetic
752,7.10824551889674,11.775073281157354,GRU,Alcohol,Nomothetic
753,10.58818929840387,13.867051966825086,GRU,Alcohol,Nomothetic
754,12.38619986657146,16.08663410356417,GRU,Alcohol,Nomothetic
755,11.674299966828992,19.524526466560044,GRU,Alcohol,Nomothetic
756,8.139656899621558,11.319411539033515,GRU,Alcohol,Nomothetic
757,12.86472517225834,14.723754442148412,GRU,Alcohol,Nomothetic
758,4.258372184868211,7.800085429165119,GRU,Alcohol,Nomothetic
759,23.06537041872114,29.894549074176343,GRU,Alcohol,Nomothetic
